"title","content","date","variant","images","verified","author","rating","product","url"
"Thanku Amazon for delivery with in 2 days","Amazing phone of redme 9 series but this is max varient so extra we want from max varient like 90hz refresh rate, teliphoto lensand 730G processer so I think redme  improve his  max quality and features in future. I really love this phone so I buy redme note 9 pro max and Amazon delivery is too fast with in 2 day I got this phone .","26 Jun 2020","","","Yes","Amazon Customer","5.0","Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G","https://www.amazon.in/Test-Exclusive-558/product-reviews/B077PWJRFH/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Very Good Mobile","It's a very good phone. Amazing camera but needs some change in settings so that you can click good pictures. Battery life is so good. I charged it to 100% at 8:00AM and tested for battery life, I used it regularly for around 23 hours along with playing PUBG. All about this phone is good. Really it's performance beast. The only minus point of this phone is that it has 60Hz refreshing rate that doesn't matter too much but feels bad when you drop from 90Hz to 60Hz. Processor and OS is good in performance. Charging system is beast. In my views it's very good phone. I also want to suggest something if you're going to buy redmi note 9pro then don't go for it but buy redmi note 9 pro max. Battery 9/10 Charging system 10/10 Camera 9/10 Processor 9/10 OS 7/10  (too much ad's in MIUI 11) Screen viewing experience 9/10 Refreshing rate 7/10 Design 10/10 Sensors performance (fingerprint, facelock , compass, NAVIGetc.) 10/10 Extraordinary features 10/10 I would suggest you should go for it.","07 Jul 2020","","","Yes","Madhu Singh","5.0","Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G","https://www.amazon.in/Test-Exclusive-558/product-reviews/B077PWJRFH/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Good 😎👍 But over priced","Glossy and premium look. Every mobile is not perfect. There are few issues in this one too. 1) The earphone jack (3.5mm) automatically disconnects. So u have to restart every time if it happens. 2) Network reception is poor. 3) The side mounted fingerprint sensor is not so fast. But it is good to have it on the side. 4) Some issues in camera with portrait and panoramic. Can be resolved with updates too. 5) Sound is very bad. Some times I can't even hear when I'm using headphones.","06 Jul 2020","","","Yes","Ajay Kumar","4.0","Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G","https://www.amazon.in/Test-Exclusive-558/product-reviews/B077PWJRFH/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Best phone under 20k but!!!","A liitle costlier I feel after POCO launches M2 pro almost with same Features. But leave that apart. This gadget is quite good. I am actually impressed with the camera quality and battery performance is way better than expected. It hardly takes 1 hour to fully charged from 15 % level. I don't do much of gaming but use it for ather work like music YouTube, market news and it gives me more than a day standby🤩🤩. What I don't like 🧐🧐is the audio output of this device decent but quite low 😞😞I compare the audio with my nokia 8.1 and find the audio is way better in nokia. Miui known for providing regular updates but it can't match the experience of stock Android. Lots of Preinstalled app and recommend apps(ad). It's an annoying thing 😒😒 Lots of unnecessary system app already acquiring almost 15 gb of internal storage. Last but not the least this phone feels quite heavy in hand and it actually is. If you play pubg in this you can actually fell pain in your wrist but you might get used to it later. Overall a decent phone covers my all requriment pretty well. From my side a thumbs up 👍👍 but it would be great if the provide update for removing unnecessary system app which are security threads.","02 Aug 2020","","","Yes","Shubhadip Bakshi","5.0","Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G","https://www.amazon.in/Test-Exclusive-558/product-reviews/B077PWJRFH/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Battery and Performance very good","Best Battery and 33W charger in this price segment performance also brilliant no heat issues no lags. Rear camera is good but front is not that good (according to me) but still you can compromise. Display not up to expectations could've been more brighter. You'll see colour differences of the same photo in different Phone. Sound also very good. Overall it's best buy in this range especially for People looking for heavy usage.","25 Jul 2020","","","Yes","SHANTANU","4.0","Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G","https://www.amazon.in/Test-Exclusive-558/product-reviews/B077PWJRFH/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Osm performance","Osm performance. As it's name says that it is not just pro in photos it's pro max itself. Nyt photo taken in pro mode with very less amount of light. (Recommends trypot to use in pro mode )","26 Jun 2020","","","Yes","Ravindra","5.0","Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G","https://www.amazon.in/Test-Exclusive-558/product-reviews/B077PWJRFH/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Nice....","Nice...","18 Jun 2020","","","Yes","Sudip Paul","5.0","Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G","https://www.amazon.in/Test-Exclusive-558/product-reviews/B077PWJRFH/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Good but Not Perfect","I bought this phone on 1st of july , Amazon delivered it on 6 july 1 pm ... (color :aura blue , 6/64) Pros : its 5000 mAh battery gives me two days of battery life on a single charge (for high end gamer it will last for 8 to 9 hrs) Fast charging : Turbo  charger 33W allows its 5000mAh battery to charge about 25 persent in just 15 minutes Build quality : glass back makes phone quite beautiful ,gorilla glass on front and back ensures phone's safety . P2i protection is also useful System UI : This is my first Xiomi phone , So i must tell you that MIUI is user friendly and easy to use Cons : If you want to buy this phone for camera , It will better to stay away from it . Its 64mp camera is just a mith. Selfie camera is always on beauty mode and we cant desable it ! Android 10: If this is your first phone you have to learn about how this android os runs , Things will get better with time ! Any suggestions or questions are always welcome ...","10 Jul 2020","","","Yes","HITESH THANE","4.0","Redmi Note 9 Pro Max (Aurora Blue, 6GB RAM, 64GB Storage) - 64MP Quad Camera & Latest 8nm Snapdragon 720G","https://www.amazon.in/Test-Exclusive-558/product-reviews/B077PWJRFH/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"NA","Dont buyig this is product its third class catergory phone plz guyiz dont buying this phone its humble request d","22 May 2020","Colour: Neon Water","","Yes","Sanjay Bhongane","1.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Best price great featured smartphone","I want to buy low priced featured smartphone and found this and I didn't regret my purchase. It has great features at given price (5150 RS) in fact best phone to offer such features at price in current time. Screen: not best if you use Samsung amoled display or premium brand products but definitely its great at price. Touch, screen quality is good and won't regret. Performance: It's do job fantastic if you use for basic phone features, surfing and multiple tab is also good. I didn't feel any lagging. Performance is as good as xiaomi likes products. Battery : battery is just okay doesn't have much to offer. Battery life is not so great and hardly last for day If 4g data and location is on as it has only 2400 mAH capacity. Best part is its removable battery so could be easy to change in future if required. Charging is liitle slow and take much time to charge - no fast charging. It has micro USB ports. Fingerprint is very good responsive and face unlock works great. Face unlock capabilities is appreciable. Box includes phone, removable battery, charger, already applied Screen cover and TPU back cover with warranty card. If you OK with battery and have budget friendly smartphone then suggest this is best phone to choose.","04 Jul 2020","Colour: Neon Water","","Yes","Amit Pawar","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Itel A46","Positive points (1) Camera performance (2) Display (3) Octa processor with 1.6 clock Speed Negative points (1) Battery Life With only 5W charger supported (2) only 2GB RAM 16GB ROM and not for more game like pubg mobile In the mobile battery backup Movie 3 hours = 34% Free fire 30 minutes = 16% Pubg lite 30 minutes = 15% Camera 30 minutes = 15% Music 1 hours = 10% Car games 30 minutes = 15% Normal used 30 minutes = 5%","04 Jul 2020","Colour: Neon Water","","Yes","Chaithu Uppalapati","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Value for money🤑","Good in this price range. Not bad at all for students it's good option. Recommend from my end","09 Jul 2020","Colour: Neon Water","","Yes","MOHIT SINGH","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Super Fablous Design 5 Star","Itel A46 One Of Best Mobiles Under 5k Range Great Configuration fingerprint Faceunlock Dual Camera Everything is Ok Should Update Increase A Battery 3500mah To  4000mah Atleast More Satisfaction to me & All","02 Jul 2020","Colour: Neon Water","","Yes","Ahmed Nawaz Siddiqui","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Phone is good battery is law","Chinies Phone! Chinies Phone! Battery backup only 3-4 hrs. Don't buy it. Heating problem from first day, continue hanging on camera and Facebook. Total wasted of money. Amazon can't provide refund policy.😞","04 Jul 2020","Colour: Neon Water","","Yes","Amazon Customer","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Itel a46 good phone","Very good phone in made in India","03 Jul 2020","Colour: Neon Water","","Yes","Mukesh","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Super","Super phone but battery is low capacity 2400mah","06 Aug 2019","Colour: Dark Water","","Yes","Ramesh","3.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Worthy of 5k","Not bad for a mobile worth 6k. Display is good. We will get 9 GB internal memory. Supports VoLTE, camera ia okay, battery is normal 3000mAh would be appreciable. Liked that it was Made in India. Fingerprint reader at this price. Don't buy if cost is more than 6k. MRP is 6K.","08 Jul 2020","Colour: Dark Water","","Yes","Vijay","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Good","In this price range it's a good product. Good rear camera.. Good huge display.. And good design..","03 Jul 2020","Colour: Dark Water","","Yes","Sabbir Islam","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Good Phone","I have been using this phone since 15 days, Very good phone at this price range. Display is crispy and good colour quality, camera is good as per price range, battery lasts whole day with regular use. Fingerprint and face unlock works fine. Sound is enough loud.","12 Jul 2020","Colour: Neon Water","","Yes","Premashis Poddar","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Best item in this budget.","As per the price item is quite good. Battery backup is not quite well, except that it's awesome.","02 Jul 2020","Colour: Dark Water","","Yes","Steven","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Unhappy","Battery not good.","04 Jul 2020","Colour: Dark Water","","Yes","Inderjeet Sharma","2.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Best performance","Excellent","30 Jun 2020","Colour: Neon Water","","Yes","Abhay","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Ok","Ok","27 Jun 2020","Colour: Dark Water","","Yes","9898410808","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Not satisfied with battery otherwise good product.","Battery is not good","02 Jul 2020","Colour: Neon Water","","Yes","Barkha","3.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Value for money","Mobile built quality is great as per the price..","02 Jul 2020","Colour: Dark Water","","Yes","Vishnu Dixit","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Just ok, not bad","Front cam not good, back cam just ok, With 5000rs budjet Mobile overall good.","03 Jul 2020","Colour: Neon Water","","Yes","Simha kishore Gedeala","3.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Very good","Too good.value for money","07 Jul 2020","Colour: Neon Water","","Yes","Vijayalakshmi","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Average product","Battery average you have to restrict app use battery in background Auto brightness does not work properly Sometime fingerprint sensor works slow Screen is average not look like HD Very light weight product which feel good in hand Looks are good in this price range I think prices upto Rs. 5000. Rs.5500  in little more","29 Jul 2020","Colour: Dark Water","","Yes","akash agarwal","3.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Very good product","Fingerprint sensor very fast response of other phone.","03 Jul 2020","Colour: Neon Water","","Yes","rajesh maity","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Value for money..👍👍👍","Amazing phone...bought this product for my mother..everything has in it..in this budget the display was amazing the sound quality is also nice and dual camera feature is also nice in this budget you can blindly buy the product and also this product is made in india","24 Jul 2020","Colour: Fiery Red","","Yes","Suraj kandpal","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Awesome mobile","Good product Touch response good Awesome camera Lot of good things","09 Jul 2020","Colour: Neon Water","","Yes","suraj samad","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Best for its price","It's a genuine product.. good for its price..","02 Jul 2020","Colour: Dark Water","","Yes","Amazon Customer","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Super","Gr8 Indian product","02 Jul 2020","Colour: Neon Water","","Yes","Binod Thakur","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Overall good Product and worth for money. but Handsfree is not delivered along with box as promised","Description says : Whats in the box Handset, Battery, Charger, Handsfree, User Manual and Warranty Card Delivered  : without ""Handsfree"". Please ask seller to send the item as promised in the box","05 Aug 2020","Colour: Neon Water","","Yes","SVN","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Good budget phone","Iam happy this product","03 Jul 2020","Colour: Neon Water","","Yes","Rajendra K.","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Mini budget phone","Good mini budget phone. Look was stylish and smooth function. I dont know how long it works smoothly. Alright first impression is excellent","20 Jul 2020","Colour: Dark Water","","Yes","Ashik","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Low price best smartphone","best smart phone in this price 👌","02 Jul 2020","Colour: Dark Water","","Yes","karan patil","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Super good","Nice phone","01 Jul 2020","Colour: Neon Water","","Yes","Pardeep.kumar","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews"
"Value For Money","this product is very fine it's value for money simple function and very smooth touch this price is good product","31 Jul 2020","Colour: Dark Water","","Yes","Jannat Azzu","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Battery drying too fast and sim 1 slot is nt working","charge is drying too fast...and 1st sim slot is not working...am using my sim in 2nd sim slot...In description they have mentioned hands-free is included wid dis Mobile,but I didn't receive it.","07 Aug 2020","Colour: Neon Water","","Yes","Syed shajahan","3.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Useless","I dislike this phone because it's performance very bad ( camera, android system , network....)","10 Jul 2020","Colour: Neon Water","","Yes","Mehar pratap Srivastava","3.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Awesome","Really awesome product and Thanks for Amazon this product delivered for me and amazon delivery package is super and secure So lot of thanks to Amazon.....","18 Jul 2020","Colour: Fiery Red","","Yes","Gowtham","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Pocket friendly phone","Pros It comes with Android 9, as compared to other phones in this range Cons Camera result is disappointing","01 Aug 2020","Colour: Dark Water","","Yes","SANKET SARKHEDI","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Unsatisfied customer","I didn't like the phone as it was mentioned in the description , but the product was not so good as described , i was not satisfied.","31 Jul 2020","Colour: Dark Water","","Yes","Paras arora","2.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Not such a good","Actually it's for home use for aged parests not for new generation SSO pls don't take thsi product so much seriously it's not such a good 😔😔","21 Jul 2020","Colour: Neon Water","","Yes","Aman","3.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Best mobile under budjet","Mobile is super best gaming performance free fire game  perfome like redmi 8a dual fingerprint reader is good but face unlock is slow","06 Aug 2020","Colour: Dark Water","","Yes","Tharun narayana Busa","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Good product+delivery","I like its fast face unlocking system and dislike that the battery must be inbuilt for the phones which has fingerprint sensor","01 Aug 2020","Colour: Fiery Red","","Yes","Saif s.","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Nice","For heating problem I gave 4* , other than that it's eligible for 5*","01 Aug 2020","Colour: Dark Water","","Yes","Animesh Bhattacharjee","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Worthless.","Not at all happy with the product. The android seems very slow.","03 Aug 2020","Colour: Neon Water","","Yes","Vaibhav Toliwal","1.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Budget phone","Thank you Amazon","03 Jul 2020","Colour: Dark Water","","Yes","Amazon Customer","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Best budget phone","Nice phone. Its fit for me and for my pocket . There are many features in this phone. It helped me a lot.","17 Jul 2020","Colour: Neon Water","","Yes","Amazon Customer","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Phone feedback","There was headset  mentioned, but did not receive in the package. Other than that the phone is value for money.","13 Jul 2020","Colour: Dark Water","","Yes","Joyjit palit","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Good product.","Around 5k ,this is the only best choice.(For Normal usage).A value for money product.","04 Jul 2020","Colour: Neon Water","","Yes","Ajay","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"The Only exellant Phone under 5500/-","I am fully satisfied with this phone , I had checked every feature ! its really exellant phone !!","21 Jul 2020","Colour: Dark Water","","Yes","Ashutosh","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Best","Very good price in low amount,beginners phone users can start use this phone 🤗🤗🤗🤗🤗🤗🤗🤗🤗","06 Aug 2020","Colour: Fiery Red","","Yes","Sangita jana","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Awesome gadget","It's awesome gadget with the low price","03 Aug 2020","Colour: Dark Water","","Yes","Amol","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Value for money","Good for in low budget. for those who don't use much to play games and all","26 Jul 2020","Colour: Neon Water","","Yes","Aman Gupta","4.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Katai jeher","Just ØP...","30 Jun 2020","Colour: Neon Water","","Yes","Arghya g.","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Best budget phone","In this price range this is onek of the best phone","24 Jul 2020","Colour: Neon Water","","Yes","ayush","5.0","itel A46 (Neon Water, 2GB RAM, 16GB Storage)","https://www.amazon.in/itel-A46-Water-2GB-Storage/product-reviews/B07SS3X5FX/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
