"title","content","date","variant","images","verified","author","rating","product","url"
"Stylish & Best Camera Phone","Honest Review.. If you are not hard core gammer than you will be happy with this mobile. 1. Design : Very stylish and eye catching.  Looks very premium mobile. 2. Display : Very smooth and crispy. AMOLED works perfectly fine. 3. Battery : Charging is super fast and performance of bettery is quite good. Can lasy a day. 4. Camera : The main highlight of this mobile is its camera. Vivo have did good job and camera is working amazing. Macro shots are nice. Ultra wide angle is amazing. Main camera takes pics in natural colors which is nice. Lots of features and options are in camera. Speaker is average could have been better. In box handzfee are usless. Overall performance is good.","09 Jul 2020","Colour: Mystic Silver Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Wasim Shaikh","4.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Perfect All rounder phone...but slightely Overpriced","Very good phone from Vivo, Snapdragon 712 in 28K is not great but after exchange I got it for 22k which is a great deal.. Coming to phone Camera is awesome, Display is also very good..quite good from  regular AMOLED screen.. Performace is good and the major plus point is battery backup...lasting almost more than 2 days with regular usage.","29 Jun 2020","Colour: Mystic Silver Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Amol Patil","5.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Perfect 👍","Best phone used till date..camera quality is perfect, battery life is good, processor is good, got it at 21500 after exchange..overall a good deal 👍👍","07 Jul 2020","Colour: Piano Black Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Naval Sudhakar","4.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Be careful","Product is good, but the delivery of the same shocked me. It was delivered status without OTP authentication. Tracking also shows delivered status without actual reaching. Customer care executive also shows no idea in such cases. Thank fully product received after desired day at my home town in Satara, after writing delivery & feedback review regarding notice to consumer portal. Better way is cash on delivery.","22 Jul 2020","Colour: Piano Black Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Nilesh Shinde","5.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Quality issue in phone, Amazon poor customer support","Two issues I observed. 1. Noise cancellation is poor when comparebyo 10k rupee vivo phone. Alot of noise when I'm recording video or doing teams meeting. 2. Camera quality doesn't meet my expectations, Moreover, battery also sucks. Not a good deal, not worth I think. But Amazon says they can't refund.sometime Amazon is also talking pathetic.","13 Jul 2020","Colour: Piano Black Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Akhtar","3.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Excellent Looking💯💯💯","Mobile looks is excellent, Fingerprint reader is 4/5 Battery 🔋 is  4/5 Camera 📷 is  5/5 Processor is not so faster. Mobile heating issue 😂😂😂 after internet connection. Main Issue is network problem 😡😡😡 and voice is not clear also. I think after update it will be good. Data Cable quality is bad. Video calling time Mobile is heating.Battery discharge is very fast no doubt.What is the value of Super AMOLED screen. 4500mah battery is not going one day.Overally Mobile price is very high as it's perfermance.Manu many thanks to Appario Retail Private Ltd for his quick response.","02 Aug 2020","Colour: Mystic Silver Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","S.k.Pal","5.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Wasted my 27k bucks & feels like cheated by vivo","Just after a week I bought this phone, it started hanging. At the moment I opens 3-4 apps simultaneously it stops working. Even back, minimise and home button doesn't work at that time. Camera is good but it automatically beautifies the picture and we miss the actual photo. I think it is not at all value for money. I really regret myself for buying this phone.","27 Jun 2020","Colour: Mystic Silver Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Ravi Keshri","1.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Battery backup not good","Battery backup not good","07 Jun 2020","Colour: Mystic Silver Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","hareram singh","3.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Excellent smart phone","Phone front and back quality is awesome. Camera is great and processor is excellent. Price is little more. Overall phone is Awesome","30 Jun 2020","Colour: Mystic Silver Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Nizam","5.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Superb superb phone just go ahead...!!!","Vivo V19 sports a 6.44-inch Super AMOLED with a resolution of 2400x1080 pixels. The smartphone is powered by the Qualcomm Snapdragon 712 processor coupled with 8GB RAM. For storage, it comes with either 128GB or 256GB of internal storage, which is further expandable using a microSD card. It runs on FunTouch OS 10 based on Google’s Android 10 operating system. Under the hood, there is a 4,500mAh battery with support for 33W Flash Charge 2.0 technology. Some sample photos attached","30 Jul 2020","Colour: Piano Black Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Soumya shinde","5.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"Great camera 👌","I have purchased it on 9 June 2020 .. My requirement was a good night camera with good detailing also good selfie camera. So This phone fullfill my basic requirements with medium budget not expensive like OnePlus.. -Also good battery full day easily works..needs to charge within 24 hours -It have old Chipset 712 but as per performance it's a great phone.. Finally Must Buy...","16 Jun 2020","Colour: Mystic Silver Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","A K","5.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Gud ph from vivo,miss moon light front flash","Osome ph...Touch is flawless, camera is amazing as it's camera oriented ph.bt speaker volume is satusfactory.also miss it's moon light front flash which used to be there till v5p.so one less star.i think co. She rethink ant that flash light.otherwise over all ph is gud...,😀","10 Jun 2020","Colour: Mystic Silver Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Pranay","4.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Video Recording","Camera Quality is good. And Video clarity is also fine. But, in the video recording voice clarity is too worst. Overall Ok. But, who are needed this phone for video recording with voice clarity(or Background sounds clarity) is not suggestible.","14 Jul 2020","Colour: Piano Black Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Sairajesh guggilam","3.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Too good","I love this mobile phone.. Look wise also too good.. But rear camera is not as good as shown..","25 May 2020","Colour: Piano Black Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Sourav jaiswal","5.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Good and smooth phone.","Camera quality compared to oppo Reno is very poor. Rest in this segment the phone has awesome camera and night vision. Good hardware and software combination. Lovely looking phone.","13 Jun 2020","Colour: Piano Black Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Piyush khanna","5.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"You can go for it","Camera is 5/5, Fingerprint reader 5/5, Display 4.5/5, Battery 4/5, Overall value for money 4/5 (because it's a little bit costly with the existing chipset along with non-availability of 5G).","21 Jun 2020","Colour: Mystic Silver Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Nilmadhab Lakshan","5.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Review after 7 days","Overall, the product is very good. What makes it better is the exchange offer price they gave me for my previous phone. Fingerprint sensor could have been better. Rest all (camera, processor, display etc) good. But it's definitely not worth 27K.....","28 Jun 2020","Colour: Piano Black Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Amazon Customer","4.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Good mobile 👍 But price should be lil low .","Mobile is good if I'm talking about storage and camera n resolution. Good HD quality. Price 32k is lil more for this phone. 25-27k Price will justify phone. Within 1 month only. Phone is started hang .","25 Jun 2020","Colour: Piano Black Size name: 256 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Vijeta","3.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Nice","Nice mobile ... But price is high..","24 May 2020","Colour: Mystic Silver Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","suvendu majumdar","4.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"Nice features and best mobile","Good gadget","24 May 2020","Colour: Piano Black Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","praneeth","4.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"മച്ചാനെ കിടു ഫോൺ ആണ് ടാ..","Awasome smartphone. Camera and gaming graphics outstanding. Overall superb phone ,","31 May 2020","Colour: Mystic Silver Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Pradeesh","5.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Camera not working properly😕😡","Camera have some defects when we take videos and photos,some lines are coming on the left & bottom of the video & photos . In low light a black coloured lines are passing horizontally and vertically.","07 Aug 2020","Colour: Piano Black Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Manu S","1.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Superb in quality with nice look...","The price of the phone is little bit more but the product quality is superb. The camera quality is very nice. It can take cristal clear picture. The camera quality is far better than any other samsung mobile phone at this price range. The finger print scanner also works very fast..","24 Jun 2020","Colour: Piano Black Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Debasish Singha Roy","5.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"This phone is heating problem","Dear sir and medam This phone loking is very good but this phone was very heating problem And hanging problem So please change my phone So please soutout my problem","10 Jul 2020","Colour: Mystic Silver Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Aaman","1.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Nice ph","Superb.. normal pics are at a lesser resolution.....just that we need to select 48 mp option for 48 mp pics..some pics show gradients In images especially low light pics.. Phone looks are gd..day pics are great superb...","07 Aug 2020","Colour: Piano Black Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","SARANG SRIVASTAVA","4.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Value for money","Perfect with camera quality, battery backup is good, overall value for money","10 Jun 2020","Colour: Mystic Silver Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Anil Kuriyal","5.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Radio is missing","Don't buy this phone.some major features are missing like Radio,NFC.if you buy you may feel bad.also price is very high campare to other phones.","18 Jul 2020","Colour: Mystic Silver Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Mahesh battula","1.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Very good","Good performance... Good camera quality,.. stylish design...","29 May 2020","Colour: Mystic Silver Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Jins muvattupuzha","5.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Very Nice Vivo","What a wonderful mobile phone ♥️ I know that price is little bit high but it worth the money. Funtouch OS is excellent. Camera, Display and Sound all are great. Battery backup is also vry nice ❤️❤️","21 Jun 2020","Colour: Piano Black Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Kuldeep Singh","5.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Chrome browser hanging","After using for a month, I found that Chrome Browser hangs while scrolling. We have to minimize the application and reopen it, to overcome hang.","16 Jul 2020","Colour: Piano Black Size name: 128 GB Style name: with No Cost EMI/Additional Exchange Offers","","Yes","Amazon Customer","3.0","Vivo V19 (Piano Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Vivo-Storage-Additional-Exchange-Offers/product-reviews/B08444WMGT/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"Great phone!!","Really great phone....Dont think too much ....just go for it....honest review!!!","25 Jul 2020","","","Yes","Milind Katkar","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Slow function","Slow system","27 Jul 2020","","","Yes","R.B.Paraskar","3.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Good design,sleek and value buy at this price","Last week I exchanged M01s for my existing M10. M01s screen is larger in size than M01 and very much resembles the M10. Camera quality is very good and so is battery power. Battery lasted me 1.25 days on moderate to heavy use. I take about2 hrs for mobile to charge. Memory of 3GB is good for videos, online calls without any lag. I am not a avid games user. Most amazing is the blue coloured. It has a metallic look and looks very nice. Iwasntsurewhen I ordered.","08 Aug 2020","","","Yes","Mr Nitin Kadam","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Not install inbuild music player,app lock,call recorder please fix the app next update","My first experience samsung brand","27 Jul 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","zaheer","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Samsung M01 review.","Good performance and light in weight.  Rear and front Camera resolution is good. Charger is thin pin. Decent battery life. Of all it is manufactured in India.","29 Jul 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","Gautam D.","4.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Average mobile at this price","Overall mobile is good but seems slow and less memory 32 GB and battary 4000 mh only, in comparison to other mobiles available in the market at this price. However, being samsung mobile made in India bought it.","29 Jul 2020","","","Yes","BHEL A.","3.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"phone is not featured with latest feature like fast charging and 4g(Provided LTE mode)","i am disappointed because of the two thing 1.fast charging options is not provided 2.this is not 4g phone they have provided LTE mode as we all are looking for 5G phone and Samsung is not providing with at least 4g technology in 2020 era in 10K then it will not be acceptable from the customer","05 Aug 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","rohan","3.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"A really great buy!!","My expectations were really low from this phone, but was pleasantly surprised coz its as good looking and full of features as any high end samsung phone obviously toned down to the suit the price range. But the best one out there for this range, specs wise and design wise.","31 Jul 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","Sk","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Good","Phone is good but the package in which it came was looking like waste Please do something with these delivery packages Camera is ok","29 Jul 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","Jaya Tiwari","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Happy","No headphone in box. A company like Samsung should not do this. It’s just peanut price.","03 Aug 2020","","","Yes","Amazon Customer","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews"
"Good product from samsung","A worth buying phone for this amount. Really liked.","29 Jul 2020","","","Yes","Varun Venugopal","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"good.work","All is well but camera is not good.work on camera.","29 Jul 2020","","","Yes","Aman khare","3.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Overheating problem even in normal use","Overheating problem even in normal use, battery is not charging fully .. samsung this time you really disappointed 😔","31 Jul 2020","","","Yes","Nagendra Tiwari","1.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Voice issue","Audio is not good and as expected.","29 Jul 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","Khushbu","3.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Mobile","On second day my mobile display was not working. Then I contact call centre,and now it is sometimes hanging.","05 Aug 2020","","","Yes","Milind K.","4.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Not valuable","Quality is not up to mark and hang problem..........slow charging , slow processor etc.","06 Aug 2020","","","Yes","Saurabh Tiwari","1.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Has problem in phone software","Letters on the screen hide or has some problem with phone... some problems in m01 phone software","08 Aug 2020","","","Yes","kalyan","1.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Good one","Good one","29 Jul 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","shalini","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"Nice product","Nice product.... battery backup is really nice camera is good and all functions are also good...","08 Aug 2020","Style name: with No Cost EMI/Additional Exchange Offers Colour: Grey","","Yes","Seema Negi","5.0","Samsung Galaxy M01s (Grey, 3GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","https://www.amazon.in/Samsung-Galaxy-Storage-Additional-Exchange/product-reviews/B089MS6V12/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
